Place,TravelCost,StayCost,SightseeingCost,TotalCost
Gwalior,6569,5841,1454,13864
Shillong,6050,11558,3316,20924
Ellora,7852,2378,3040,13270
Imphal,8033,6538,3578,18149
Ajanta,1572,3875,1885,7332
Udaipur,9544,3344,888,13776
Along,7870,9446,2751,20067
Hampi,7227,8435,1369,17031
Rajgir,3553,7814,2664,14031
Kolkata,2444,5456,3994,11894
Pasighat,5853,4063,1744,11660
Kaziranga,6738,1911,4637,13286
Lonavala,4256,6487,1345,12088
Bangalore,4438,6837,1497,12772
Daman,3758,9752,1223,14733
Mechuka,8448,4436,2783,15667
Chitrakoot,2922,3582,1037,7541
Ellora,6886,9115,3564,19565
Kalimpong,5597,3215,4407,13219
Gwalior,3419,8578,4126,16123
Aizawl,7272,8481,2054,17807
Gangtok,9650,9392,1011,20053
Majuli,2968,11434,4928,19330
Delhi,5724,8953,4340,19017
Sanchi,1744,6078,1769,9591
Mumbai,1455,7339,4504,13298
Ajanta,9405,2173,1321,12899
Kaziranga,5285,2256,4578,12119
Rourkela,9200,4093,3049,16342
Rajgir,3420,1710,1629,6759
Tawang,2170,11415,2841,16426
Nalanda,2005,6677,2454,11136
Chennai,7914,3689,4212,15815
Mount Abu,7969,9956,1725,19650
Aurangabad,6679,10543,3177,20399
Orchha,7083,7315,2768,17166
Satara,6465,9765,582,16812
Indore,8474,3846,4511,16831
Khajuraho,5019,10966,2517,18502
Rishikesh,3339,5413,2517,11269
Zemithang,7030,2588,529,10147
Ziro,6480,10624,4497,21601
Gangtok,5939,10718,4312,20969
Guwahati,3768,1659,3180,8607
Kanyakumari,4275,4370,3818,12463
Kaziranga,6380,4723,2605,13708
Munnar,5017,6181,4992,16190
Chennai,2517,10885,1856,15258
Haridwar,1190,9401,3515,14106
Jaisalmer,9679,3397,4188,17264
Darjeeling,2446,3459,1340,7245
Bhubaneswar,5813,7975,1235,15023
Konark,1746,11442,1745,14933
Bhopal,1832,4936,904,7672
Tuting,2094,5670,716,8480
Kanyakumari,6639,8544,3108,18291
Hampi,2787,5160,2649,10596
Manali,4761,8595,2233,15589
Bhopal,1031,8894,1107,11032
Khajuraho,9016,9763,4156,22935
Mechuka,9189,8122,1899,19210
Rajasthan,9343,10461,1189,20993
Bhubaneswar,4260,8077,4865,17202
Daman,4550,7139,528,12217
Andaman,2302,3701,2227,8230
Ziro,8212,11904,1963,22079
Agra,4788,11437,4637,20862
Lakshadweep,8076,8094,4244,20414
Kolhapur,4428,4001,2083,10512
Goa,3547,6315,1290,11152
Daman,8733,11079,1669,21481
Itanagar,1964,9683,2998,14645
Bhopal,8419,10171,2330,20920
Shirdi,1445,11699,3092,16236
Bomdila,7050,2266,2973,12289
Kovalam,1942,3253,1290,6485
Jabalpur,3007,6124,1901,11032
Zemithang,8792,8327,3458,20577
Hyderabad,3824,9178,1933,14935
Mount Abu,9093,11725,3991,24809
Guwahati,7320,8087,1722,17129
Indore,1101,10131,3368,14600
Kodaikanal,6428,3350,2697,12475
Puri,8975,10764,3161,22900
Konark,8383,4105,3731,16219
Lonavala,2158,4295,3285,9738
Nagpur,8493,11019,635,20147
Indore,4659,8750,1813,15222
Ranthambore,8366,4879,2183,15428
Kalimpong,2639,8173,1434,12246
Dirang,2686,4820,2347,9853
Ratnagiri,8089,5593,1832,15514
Bhubaneswar,7473,9335,3208,20016
Delhi,3017,4757,2130,9904
Darjeeling,8152,1697,2765,12614
Tawang,5443,11928,2056,19427
Imphal,7373,11886,1567,20826
Gwalior,1922,2241,2720,6883
Kodaikanal,9430,2704,1725,13859
Mumbai,1912,3285,903,6100
Lonavala,6172,11377,4234,21783
Bomdila,2249,10299,2274,14822
Amarkantak,3570,6664,2170,12404
Nashik,7667,11763,4502,23932
Kolkata,7785,6969,2078,16832
Nalanda,1363,1854,3762,6979
Mussoorie,8320,10768,4269,23357
Alleppey,7226,3385,1215,11826
Bikaner,1404,5275,3839,10518
Munnar,9958,9319,4198,23475
Bhopal,3575,10246,2198,16019
Sanchi,2466,10950,4589,18005
Ziro,6813,6661,2137,15611
Cherrapunji,1696,4865,1968,8529
Lonavala,4140,8384,2091,14615
Kovalam,3318,2057,2702,8077
Along,3071,5577,4416,13064
Bikaner,6107,8768,1292,16167
Alibag,4608,10347,941,15896
Haridwar,9204,2502,2943,14649
Bhopal,9716,6490,2183,18389
Majuli,8307,10875,3134,22316
Coorg,1509,7956,2687,12152
Amarkantak,6177,5346,976,12499
Aizawl,4009,6914,4461,15384
Along,5845,8554,3819,18218
Mechuka,8784,8765,1360,18909
Ellora,2025,6241,4078,12344
Patna,3154,4929,1831,9914
Satara,4380,2840,1730,8950
Mumbai,3564,8059,2482,14105
Varanasi,8597,6994,4872,20463
Rajgir,1742,6281,4807,12830
Siliguri,4027,5051,1533,10611
Bomdila,5803,5200,4291,15294
Alibag,3497,3148,3908,10553
Kaziranga,8895,3432,3507,15834
Ziro,7787,3427,3366,14580
Diu,3727,11752,913,16392
Gwalior,6988,9652,2960,19600
Jabalpur,5224,5557,3322,14103
Ooty,7334,4852,963,13149
Tezpur,6898,6908,4770,18576
Haridwar,5223,10374,4921,20518
Khandala,2864,10191,3323,16378
Shirdi,9800,10551,3869,24220
Patna,3244,9373,2368,14985
Mumbai,9625,7828,1660,19113
Patna,6417,6220,2035,14672
Pune,9484,8416,3388,21288
Roing,7913,10750,3926,22589
Dirang,6945,10756,2740,20441
Bhopal,4199,4635,2986,11820
Khandala,4517,1970,2857,9344
Puri,7157,6442,4227,17826
Lonavala,3645,8026,2742,14413
Bhopal,4877,8290,3547,16714
Jaisalmer,9769,7289,2597,19655
Pasighat,9304,2724,4495,16523
Mahabalipuram,6520,1783,1078,9381
Amarkantak,5678,11637,2185,19500
Imphal,6765,10807,1141,18713
Manali,1411,5970,2099,9480
Ziro,2557,3148,3708,9413
Munnar,2828,7008,2393,12229
Kodaikanal,9269,4907,4041,18217
Munnar,4459,8209,1837,14505
Rourkela,3353,10390,3183,16926
Bikaner,7913,5502,3810,17225
Bundi,8484,1831,1965,12280
Dirang,8485,8642,1085,18212
Lonavala,7400,11793,4821,24014
Mawsynram,5035,2641,3381,11057
Goa,2507,11014,4233,17754
Amritsar,5767,6085,2824,14676
Dirang,7720,3969,1017,12706
Kodaikanal,5033,8421,3248,16702
Kolhapur,7721,10790,4908,23419
Patna,9224,9174,1272,19670
Roing,7640,2157,1515,11312
Rourkela,5719,9704,649,16072
Pelling,4554,7090,2256,13900
Mussoorie,2569,4887,2425,9881
Cherrapunji,7043,11660,3214,21917
Ziro,6959,3557,3814,14330
Pune,2296,1557,1719,5572
Bhubaneswar,9561,11237,612,21410
Kalimpong,1686,11523,1857,15066
Indore,6158,10797,3824,20779
Delhi,6364,5966,1167,13497
Bomdila,5936,3250,4113,13299
Bhubaneswar,5020,9258,804,15082
Bhopal,3014,6113,2075,11202
Amritsar,9089,7152,2210,18451
Itanagar,6540,6619,4585,17744
Ajanta,1809,9303,1858,12970
Mumbai,4644,9117,4955,18716
Mechuka,3868,2509,2055,8432
Mechuka,2332,6394,3782,12508
Chitrakoot,7859,6854,3968,18681
Jaipur,8181,3022,4651,15854
Ajanta,2231,2627,1359,6217
Kovalam,6312,3814,2817,12943
Rajasthan,7247,11761,3226,22234
Cherrapunji,3988,10906,2226,17120
Ooty,5685,2686,616,8987
Nashik,5604,3871,3986,13461
Shimla,5882,9127,2507,17516
Cuttack,8069,6772,2475,17316
Shillong,8680,3924,2408,15012
Leh,8631,7900,4272,20803
Satara,5304,7602,2186,15092
Jorhat,6553,8043,1287,15883
Guwahati,4610,7827,3929,16366
Delhi,9597,3864,2109,15570
Konark,9979,4345,4349,18673
Pondicherry,4127,2812,1603,8542
Rourkela,8275,2389,4675,15339
Puri,8960,6069,1701,16730
Dirang,8520,5495,4844,18859
Coorg,2219,5687,3574,11480
Kanyakumari,2772,2256,3301,8329
Kolkata,6326,7763,1289,15378
Mount Abu,4465,9021,1309,14795
Ooty,7222,2913,561,10696
Diu,3914,10581,4173,18668
Jaipur,2211,8590,4665,15466
Alibag,8783,7950,897,17630
Darjeeling,1625,11628,4517,17770
Guwahati,3714,8293,1876,13883
Orchha,3483,1746,619,5848
Shillong,7308,1518,1737,10563
Delhi,4376,2211,611,7198
Khonsa,3363,8274,2328,13965
Konark,7499,8135,2794,18428
Tuting,1980,6222,2098,10300
Kalimpong,9271,7821,646,17738
Bomdila,2820,8129,1517,12466
Nainital,7593,10232,2219,20044
Delhi,9397,10668,4955,25020
Cherrapunji,7839,7951,788,16578
Munnar,4945,3530,2487,10962
Udaipur,4008,2790,990,7788
Pasighat,6135,9162,4015,19312
Coorg,1854,3209,4941,10004
Aurangabad,1265,2995,1548,5808
Khajuraho,8053,11182,550,19785
Kodaikanal,7917,5186,2328,15431
Ratnagiri,2016,7634,3621,13271
Gwalior,5369,10223,2055,17647
Chennai,3618,8843,1281,13742
Munnar,8573,4277,3758,16608
Chennai,6388,9623,2649,18660
Pune,9840,8134,2156,20130
Shirdi,6825,9074,3377,19276
Chitrakoot,1577,7483,738,9798
Amritsar,7877,8519,4241,20637
Itanagar,3463,4904,809,9176
Puri,2589,5713,4656,12958
Alibag,3546,9705,3731,16982
Dirang,5824,10820,1176,17820
Pune,9679,4588,2876,17143
Pune,3299,11308,1096,15703
Kovalam,5140,9156,3594,17890
Varanasi,9703,10039,3383,23125
Aizawl,9396,5208,2831,17435
Bhopal,3203,11695,1824,16722
Udaipur,5597,9610,1402,16609
Kodaikanal,3986,5963,4811,14760
Jorhat,3438,4291,1289,9018
Kodaikanal,3312,6095,1694,11101
Puri,3438,8401,3497,15336
Ranthambore,3945,2571,1012,7528
Kalimpong,2080,4061,2696,8837
Alibag,8676,3723,2729,15128
Aurangabad,4076,5825,1759,11660
Aizawl,9530,6377,1046,16953
Pondicherry,5921,10457,1109,17487
Rishikesh,4350,4432,633,9415
Pasighat,9264,6870,1948,18082
Bhubaneswar,6643,7343,1049,15035
Andaman,8982,9547,2519,21048
Tezpur,3824,2726,3418,9968
Gwalior,2594,3274,2189,8057
Delhi,7807,11134,1950,20891
Kolkata,6556,2381,3832,12769
Alibag,5391,5491,2948,13830
Mawsynram,3556,1950,729,6235
Daman,9541,3596,631,13768
Cuttack,6658,7552,2745,16955
Satara,6462,6632,3193,16287
Rajasthan,2455,3794,3241,9490
Amarkantak,4208,11745,2247,18200
Jabalpur,8659,3987,2090,14736
Chennai,3418,7274,2732,13424
Roing,9991,2921,599,13511
Jabalpur,8618,11183,2598,22399
Bhubaneswar,9622,3762,2095,15479
Kaziranga,6874,11046,2963,20883
Hyderabad,7300,2322,1953,11575
Majuli,2929,8852,4038,15819
Orchha,6874,9572,889,17335
Pondicherry,1010,8317,3243,12570
Siliguri,2652,9366,3266,15284
Coorg,3119,11333,4006,18458
Bikaner,1801,9161,4894,15856
Gwalior,8480,10624,3224,22328
Rishikesh,7722,9621,4695,22038
Khajuraho,4281,2509,2894,9684
Ranthambore,7640,7639,4582,19861
Jaipur,2187,8122,4289,14598
Jabalpur,6642,2234,969,9845
Bangalore,5263,5009,2908,13180
Shirdi,2446,4628,4400,11474
Along,2359,9983,3760,16102
Imphal,8055,2541,3074,13670
Mussoorie,2040,2306,4190,8536
Rajgir,8120,2912,4310,15342
Khandala,5008,2063,3450,10521
Kolkata,9507,4895,1410,15812
Indore,9883,6591,1120,17594
Alibag,7498,11760,1680,20938
Along,8998,8099,1340,18437
Satara,6996,11589,4488,23073
Shimla,7787,6453,1708,15948
Kalimpong,7130,6307,3201,16638
Ajanta,4510,1730,2899,9139
Ziro,9824,10983,3717,24524
Gwalior,1296,7423,4351,13070
Leh,2252,4666,3443,10361
Mahabalipuram,2633,5403,4392,12428
Tezpur,8454,6459,1511,16424
Pelling,4126,4555,3845,12526
Khandala,1484,1535,872,3891
Kovalam,3353,5141,1278,9772
Khajuraho,5965,6910,4506,17381
Rajasthan,2179,2083,769,5031
Pune,6798,10354,3526,20678
Aurangabad,7709,4680,960,13349
Pelling,8795,5750,1203,15748
Mahabalipuram,3585,8984,2522,15091
Chitrakoot,1291,8626,4836,14753
Goa,7551,9857,2495,19903
Hyderabad,9966,11984,2427,24377
Pelling,9923,4351,1484,15758
Satara,9897,7123,2369,19389
Imphal,3459,10091,4105,17655
Ranthambore,5623,5039,1987,12649
Kalimpong,5283,2381,662,8326
Amarkantak,3153,10839,3144,17136
Khonsa,4695,4994,3058,12747
Udaipur,9248,8837,4900,22985
Hampi,2713,10042,625,13380
Rourkela,2888,6679,2453,12020
Amarkantak,5147,7188,2977,15312
Tezpur,2818,2330,1082,6230
Amarkantak,9048,6258,3879,19185
Jaisalmer,3926,3061,1860,8847
Varanasi,6874,7979,2115,16968
Dirang,5728,11408,3234,20370
Nainital,4820,5938,2409,13167
Imphal,2123,11729,1691,15543
Zemithang,5301,9931,3913,19145
Bikaner,1764,6011,4207,11982
Munnar,6904,9992,3134,20030
Khonsa,8856,8211,4429,21496
Lakshadweep,2882,7219,3229,13330
Indore,2051,5316,2651,10018
Haridwar,1670,11220,2638,15528
Pune,4112,11297,3869,19278
Konark,9626,10889,2986,23501
Ajanta,8415,10203,3216,21834
Bhopal,1167,7039,4837,13043
Tezpur,4406,7651,1761,13818
Gangtok,7689,11556,2710,21955
Jaisalmer,8465,4083,4088,16636
Pasighat,3724,11389,2715,17828
Pondicherry,4662,10450,2265,17377
Sikkim,3392,7986,4206,15584
Chennai,2732,5907,911,9550
Kovalam,9233,2896,2729,14858
Roing,7890,7707,4140,19737
Jaisalmer,6784,2642,871,10297
Kolhapur,6094,3656,3426,13176
Bundi,6395,3322,2348,12065
Jabalpur,2808,9875,4795,17478
Lonavala,6831,5162,3802,15795
Kalimpong,3995,5537,2073,11605
Diu,5302,8538,1222,15062
Majuli,3882,3539,1088,8509
Solapur,1803,1709,3994,7506
Zemithang,8009,6272,4668,18949
Kovalam,7415,6960,4442,18817
Mawsynram,7671,9226,570,17467
Kanyakumari,3303,6919,4428,14650
Pelling,7348,5133,1760,14241
Haridwar,2041,7809,2457,12307
Khandala,4608,5495,4722,14825
Pasighat,7250,4087,4305,15642
Jabalpur,8652,7819,3668,20139
Kolkata,5935,5755,4041,15731
Hampi,8903,2711,2685,14299
Jabalpur,5431,9924,4136,19491
Dirang,6329,7908,2844,17081
Andaman,9878,7208,1625,18711
Zemithang,5034,3343,3654,12031
Hyderabad,3189,1904,1105,6198
Coorg,8971,6668,917,16556
Gwalior,7351,10161,3252,20764
Diu,4670,9820,2339,16829
Satara,4833,9319,1070,15222
Tawang,2659,11729,3405,17793
Pasighat,8483,2385,4727,15595
Pune,1043,3335,1751,6129
Orchha,1093,5910,4789,11792
Ranthambore,6716,7935,1762,16413
Agra,3328,2400,1583,7311
Agra,7753,2202,1006,10961
Kanyakumari,2581,6467,864,9912
Tezpur,5438,4945,2202,12585
Cuttack,1338,2971,3249,7558
Ooty,3709,11271,3435,18415
Ellora,6946,9522,3110,19578
Shillong,7913,9383,1716,19012
Kaziranga,4168,3351,3798,11317
Khonsa,8061,10520,1376,19957
Khonsa,3151,10083,4762,17996
Mechuka,7911,9723,3310,20944
Ziro,5270,9258,1610,16138
Khajuraho,8158,6238,1553,15949
Rajasthan,6907,11095,3559,21561
Rajgir,6004,7470,2176,15650
Aurangabad,2891,8057,2525,13473
Ellora,4354,4511,4899,13764
Solapur,3385,10856,1371,15612
Shirdi,3259,7549,2840,13648
Kaziranga,9875,3878,4458,18211
Bikaner,4813,11668,3756,20237
Agra,5410,9527,2607,17544
Itanagar,2958,6759,2218,11935
Puri,1009,9342,3035,13386
Along,4300,1967,2035,8302
Tuting,9749,6352,4494,20595
Gangtok,1221,6269,644,8134
Mahabalipuram,9215,2549,3838,15602
Coorg,6824,9723,717,17264
Bomdila,4285,2554,1876,8715
Andaman,4695,1655,4453,10803
Bhopal,2114,2772,3042,7928
Alleppey,7917,11490,2828,22235
Darjeeling,8820,7499,985,17304
Tezpur,1340,6960,1738,10038
Ellora,1989,5431,2050,9470
Ellora,3697,6110,2385,12192
Goa,6438,11429,635,18502
Kaziranga,4867,5789,1038,11694
Nashik,5717,3808,3150,12675
Aurangabad,2767,11428,2858,17053
Tuting,4002,5673,3766,13441
Nashik,1179,11784,2051,15014
Mussoorie,8977,3669,3792,16438
Sanchi,2941,7235,2663,12839
Khonsa,7919,10638,3079,21636
Cherrapunji,2717,11405,3002,17124
Leh,7876,9284,3005,20165
Hyderabad,1945,5447,3077,10469
Khajuraho,9580,8970,4123,22673
Shillong,2289,4635,4452,11376
Zemithang,7498,10605,3519,21622
Guwahati,4982,6212,3821,15015
Bomdila,7970,11882,1668,21520
Mawsynram,5358,6476,3785,15619
Solapur,8754,4094,4342,17190
Zemithang,4990,11388,3132,19510
Darjeeling,1722,8476,1044,11242
Guwahati,3292,8545,4834,16671
Ranthambore,3315,11490,2441,17246
Majuli,6623,6322,1766,14711
Delhi,4827,6726,4594,16147
Hampi,3168,9932,706,13806
Bikaner,1760,9884,4066,15710
Konark,3648,9386,2179,15213
Sikkim,1172,7207,1309,9688
Bikaner,5864,2749,918,9531
Bhubaneswar,4458,6384,534,11376
Sikkim,3209,4878,1957,10044
Mount Abu,2484,9743,3827,16054
Bikaner,3264,9784,1913,14961
Rajgir,5039,3924,4262,13225
Tawang,4345,5013,2762,12120
Bomdila,1297,2065,4960,8322
Jorhat,4718,5960,536,11214
Kolkata,2806,8112,4578,15496
Nagpur,7461,6341,3716,17518
Chittorgarh,8117,8262,3360,19739
Alleppey,8132,10603,4926,23661
Bangalore,6247,11472,3645,21364
Rajasthan,5216,4741,3252,13209
Amritsar,8520,8024,4186,20730
Mawsynram,7669,11761,1202,20632
Guwahati,4482,9286,936,14704
Majuli,8999,2971,4781,16751
Orchha,2888,7272,2850,13010
Hampi,1902,7378,1382,10662
Mechuka,5186,2329,4928,12443
Diu,9350,7145,4517,21012
Sikkim,6190,11573,3507,21270
Ooty,8407,6468,4890,19765
Bhubaneswar,1607,10636,4054,16297
Tezpur,5187,7013,4884,17084
Rajasthan,3091,5601,786,9478
Lonavala,4502,4686,1964,11152
Manali,3797,5875,1355,11027
Diu,7650,4481,2549,14680
Nainital,6507,2440,1795,10742
Bodh Gaya,4547,4299,588,9434
Shirdi,1470,6733,854,9057
Kalimpong,3753,6788,4157,14698
Ellora,6517,9946,3874,20337
Bangalore,9319,4662,1880,15861
Sikkim,3467,6002,641,10110
Ratnagiri,9467,7681,1293,18441
Lakshadweep,3719,3547,4542,11808
Ranthambore,8760,2669,1099,12528
Mussoorie,8646,2983,796,12425
Majuli,3690,8660,3231,15581
Mumbai,1762,7388,3668,12818
Sanchi,6940,7982,682,15604
Khonsa,8871,11318,2908,23097
Solapur,7898,2657,1068,11623
Kolkata,1299,6694,614,8607
Manali,9351,9548,2801,21700
Varanasi,4020,7041,4597,15658
Varanasi,9992,7742,3494,21228
Imphal,4223,4499,2693,11415
Bhopal,6367,7389,1883,15639
Cuttack,1641,10825,797,13263
Orchha,1222,8099,1023,10344
Imphal,7215,3772,2479,13466
Satara,1611,4872,3776,10259
Chennai,1076,2085,1121,4282
Along,9185,6307,4518,20010
Amritsar,8347,8871,764,17982
Khandala,1472,7213,4419,13104
Kovalam,4858,7174,2235,14267
Cherrapunji,6960,5901,3449,16310
Munnar,9558,2157,4477,16192
Roing,2283,8087,3231,13601
Jaisalmer,5327,8814,3794,17935
Majuli,2552,3488,3742,9782
Chennai,2745,10175,1539,14459
Shimla,7625,6807,2245,16677
Ajanta,2424,11149,773,14346
Kodaikanal,4985,8115,1355,14455
Pelling,4076,11250,4681,20007
Majuli,3163,10804,3686,17653
Amarkantak,5991,5111,1424,12526
Leh,4488,5261,2670,12419
Cherrapunji,4380,5632,832,10844
Manali,8763,9421,887,19071
Bomdila,6391,8187,4286,18864
Tuting,3382,11801,2112,17295
Udaipur,2024,3445,2872,8341
Rajgir,5945,2726,1130,9801
Kovalam,4325,7147,1604,13076
Daman,3263,9744,720,13727
Majuli,6803,6143,1006,13952
Bhopal,9429,1834,2225,13488
Shillong,9209,11112,1784,22105
Chittorgarh,1879,9500,4222,15601
Ranthambore,5466,4842,4453,14761
Pondicherry,7597,2203,2684,12484
Mount Abu,6849,2514,1924,11287
Rajasthan,2193,6845,564,9602
Rajasthan,1239,7335,3223,11797
Bikaner,8300,2765,1770,12835
Pondicherry,8125,10430,3009,21564
Khandala,8421,2710,1483,12614
Sikkim,6604,11223,4942,22769
Ooty,4537,6415,1520,12472
Roing,5450,3443,1745,10638
Shirdi,1563,8174,684,10421
Jaisalmer,5506,8617,2798,16921
Orchha,9157,6456,4125,19738
Tuting,3239,3004,1003,7246
Aurangabad,8024,5564,1600,15188
Kolhapur,5589,1943,1967,9499
Jaipur,4527,9131,2332,15990
Alleppey,6620,4814,924,12358
Pune,3588,3382,3289,10259
Khonsa,8851,10184,4993,24028
Kolhapur,2326,5919,1487,9732
Pune,8641,4579,2994,16214
Varanasi,4996,4346,4312,13654
Chittorgarh,5275,8464,3873,17612
Gwalior,8829,6111,2270,17210
Rourkela,7924,9885,4715,22524
Chennai,1708,11854,4919,18481
Puri,8896,3417,910,13223
Zemithang,4591,9987,3666,18244
Nagpur,5394,3924,3977,13295
Zemithang,6547,10984,534,18065
Pondicherry,1839,11195,4489,17523
Ajanta,3872,4214,4738,12824
Jorhat,6829,9754,3290,19873
Shirdi,1723,11473,3489,16685
Bhubaneswar,8524,2354,2685,13563
Hyderabad,7801,3587,2366,13754
Bomdila,4680,6833,3526,15039
Jaipur,1644,6763,4379,12786
Jaisalmer,4337,5110,3396,12843
Zemithang,9699,4725,4763,19187
Sikkim,4406,4967,2228,11601
Ellora,1861,7210,4429,13500
Jaipur,4157,8173,2134,14464
Kalimpong,7643,2099,3553,13295
Khajuraho,7752,8393,1538,17683
Cuttack,1043,4799,812,6654
Mount Abu,2442,8168,791,11401
Rajgir,6649,11940,2738,21327
Rajgir,7474,5773,1120,14367
Kolhapur,7898,3807,1399,13104
Kovalam,1255,1928,2428,5611
Orchha,2627,4614,2461,9702
Zemithang,3416,5537,4604,13557
Goa,2344,8957,2413,13714
Mawsynram,8480,8353,1216,18049
Jaisalmer,5001,3458,3637,12096
Shillong,7761,2503,724,10988
Goa,1968,7887,3312,13167
Mechuka,8629,8347,1193,18169
Nalanda,3091,4129,2882,10102
Manali,6644,4921,4103,15668
Bundi,7904,2809,2873,13586
Lonavala,4746,3004,3473,11223
Kovalam,8569,5350,2364,16283
Konark,8123,6016,3117,17256
Cherrapunji,4234,10959,2382,17575
Nagpur,1547,6368,3193,11108
Solapur,8979,5892,4770,19641
Roing,1795,7478,1138,10411
Manali,6892,5853,2740,15485
Chitrakoot,6057,8345,1252,15654
Puri,8848,9033,2452,20333
Zemithang,2447,2531,1407,6385
Nainital,2701,4301,3221,10223
Rajasthan,5145,7976,3547,16668
Siliguri,3580,9842,1434,14856
Majuli,9617,5777,1326,16720
Shillong,1085,2473,3771,7329
Ranthambore,4139,4487,2645,11271
Haridwar,8262,7051,1764,17077
Jaipur,5640,3984,1854,11478
Sikkim,7548,8565,1473,17586
Kolhapur,8206,7230,3415,18851
Mechuka,2898,7155,4728,14781
Alibag,5390,9912,4419,19721
Haridwar,8583,10975,1886,21444
Nainital,6522,9155,3128,18805
Dirang,3253,6868,2782,12903
Nainital,9870,3013,981,13864
Alleppey,1587,10306,4741,16634
Ellora,9193,5722,4424,19339
Bundi,7958,11433,4322,23713
Aizawl,1691,11011,4730,17432
Udaipur,8933,8045,1784,18762
Khonsa,1097,4582,1921,7600
Rajgir,8041,10252,2212,20505
Chitrakoot,9803,1801,2833,14437
Kolkata,2824,11609,4889,19322
Dirang,5484,6379,4756,16619
Pune,3748,9255,3824,16827
Itanagar,4064,10403,3536,18003
Bodh Gaya,2142,5142,3568,10852
Aizawl,1321,10792,2317,14430
Chennai,9592,9116,2890,21598
Shillong,7568,7986,924,16478
Amarkantak,1656,11456,4970,18082
Hampi,7157,5875,1016,14048
Mount Abu,2573,7981,4590,15144
Pondicherry,7570,11375,1099,20044
Chittorgarh,9798,3633,4460,17891
Solapur,8136,2815,2899,13850
Kanyakumari,3288,7784,1535,12607
Bundi,1283,2334,2055,5672
Lonavala,6956,11519,2067,20542
Pondicherry,9480,11663,4850,25993
Kovalam,8336,7576,2084,17996
Haridwar,4477,10459,2889,17825
Siliguri,8812,5362,2426,16600
Khonsa,5817,4709,3343,13869
Rishikesh,5882,4715,2454,13051
Coorg,2245,9734,4711,16690
Khajuraho,1768,2397,2031,6196
Bundi,6492,8331,2945,17768
Jaipur,1982,11406,2261,15649
Nashik,3093,9260,1214,13567
Amritsar,1163,2787,4925,8875
Siliguri,4317,5855,4384,14556
Lakshadweep,6158,2960,4830,13948
Mahabalipuram,9244,10751,4623,24618
Andaman,9647,9283,2650,21580
Bodh Gaya,4027,6017,3401,13445
Pelling,1717,6568,3755,12040
Pondicherry,3208,3754,4116,11078
Roing,4875,8317,3923,17115
Tezpur,6162,3697,1909,11768
Cherrapunji,5178,2200,1626,9004
Rajasthan,3507,11101,4311,18919
Ooty,8814,6668,3981,19463
Cuttack,8009,5337,1163,14509
Jaipur,8078,5137,2754,15969
Alibag,1705,4972,2621,9298
Pasighat,4896,8936,1201,15033
Bangalore,8949,3334,3618,15901
Jorhat,1907,8524,3337,13768
Mumbai,3880,4723,1773,10376
Cherrapunji,5437,2086,1809,9332
Tawang,1855,6033,3702,11590
Patna,9313,10979,2442,22734
Hampi,4483,1680,1212,7375
Tawang,6634,3317,1305,11256
Amritsar,2706,4061,2791,9558
Itanagar,4687,3309,3094,11090
Varanasi,8696,9589,3269,21554
Imphal,1695,9044,2262,13001
Bodh Gaya,1646,3381,1796,6823
Sanchi,5058,10172,1843,17073
Mahabalipuram,2574,10838,990,14402
Mumbai,7020,7865,3704,18589
Mawsynram,5785,9135,3806,18726
Diu,7274,7217,2506,16997
Chennai,9148,10625,3841,23614
Alleppey,9816,3390,3701,16907
Hampi,9074,5303,3573,17950
Shirdi,9969,10210,2407,22586
Bhopal,3186,4499,4005,11690
Bodh Gaya,8204,5226,4298,17728
Patna,5934,10947,3664,20545
Bhubaneswar,7906,6699,3735,18340
Nainital,2810,5271,3669,11750
Pune,5222,8741,4018,17981
Mawsynram,8585,8222,4593,21400
Chitrakoot,7103,1622,2852,11577
Hampi,6260,11200,4757,22217
Along,2968,4976,2579,10523
Sikkim,7466,6048,2398,15912
Pasighat,1493,2259,3398,7150
Nainital,2602,7691,3312,13605
Kolkata,4584,7356,3983,15923
Chennai,5474,6964,2493,14931
Kaziranga,4703,1933,2960,9596
Mawsynram,1190,7860,4151,13201
Guwahati,9024,6361,2894,18279
Kodaikanal,7857,9715,2826,20398
Ajanta,8393,8688,3842,20923
Pondicherry,1294,6916,544,8754
Ooty,8886,11769,520,21175
Rajasthan,5006,4858,3326,13190
